Id,Label,year,type,era,seed_concepts,indegree,outdegree,degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
32019R0452,32019R0452,2019,Regulation,Late 2010s,5,7,14,21,331,9,0.29589,0.347613,1350.857218
12016E063,12016E063,2016,Treaty,Late 2010s,0,0,0,0,0,0,0,0,0
12016E065,12016E065,2016,Treaty,Late 2010s,0,2,0,2,331,0,0,0,0
32021R0821,32021R0821,2021,Regulation,2020s,0,23,25,48,300,7,0.287728,0.348099,6757.883106
32011H0723(01),32011H072301,2011,Legislative_Act,Early 2010s,1,1,4,5,325,1,1,1,3
32011R0269R(01),32011R0269R01,2011,Regulation,Early 2010s,1,0,0,0,10,0,0,0,0
32011R0328,32011R0328,2011,Regulation,Early 2010s,1,0,3,3,329,4,0.332335,0.362613,0
32012D0399,32012D0399,2012,Decision,Early 2010s,1,0,3,3,157,3,0.428571,0.5,0
32012L0010,32012L0010,2012,Directive,Early 2010s,1,0,0,0,11,0,0,0,0
32012R0555,32012R0555,2012,Regulation,Early 2010s,1,2,0,2,330,0,0,0,0
32013H0730(09),32013H073009,2013,Legislative_Act,Early 2010s,1,0,6,6,325,4,0.324873,0.382812,0
32013H0730(23),32013H073023,2013,Legislative_Act,Early 2010s,1,2,6,8,325,2,0.714286,0.8,14
32013H0730(24),32013H073024,2013,Legislative_Act,Early 2010s,1,1,4,5,325,2,0.75,0.833333,6
32013R0909,32013R0909,2013,Regulation,Early 2010s,1,1,1,2,17,2,0.6,0.666667,0
32014D0169,32014D0169,2014,Decision,Early 2010s,1,1,2,3,210,4,0.302198,0.330303,0
32014L0061R(02),32014L0061R02,2014,Regulation,Early 2010s,1,0,1,1,324,4,0.311475,0.339181,0
32015D0800,32015D0800,2015,Decision,Late 2010s,1,0,4,4,330,1,1,1,0
32015D1057,32015D1057,2015,Decision,Late 2010s,1,0,1,1,167,1,1,1,0
32015R2120R(01),32015R2120R01,2015,Regulation,Late 2010s,1,0,0,0,12,0,0,0,0
32016A0817(03),32016A081703,2016,Legislative_Act,Late 2010s,1,0,3,3,329,3,0.515152,0.568627,0
32017D0758,32017D0758,2017,Decision,Late 2010s,1,0,7,7,50,4,0.361413,0.406015,0
32017D1102,32017D1102,2017,Decision,Late 2010s,1,0,4,4,330,3,0.521739,0.625,0
32017D1967,32017D1967,2017,Decision,Late 2010s,1,0,2,2,50,1,1,1,0
32017D1968,32017D1968,2017,Decision,Late 2010s,2,0,5,5,331,3,0.53125,0.617647,0
32017R0492,32017R0492,2017,Regulation,Late 2010s,2,0,1,1,17,3,0.5,0.566667,0
32017R0776,32017R0776,2017,Regulation,Late 2010s,1,7,4,11,231,4,0.358852,0.391667,662.8
32017R2015,32017R2015,2017,Regulation,Late 2010s,2,0,1,1,280,7,0.218792,0.274759,0
32018R0634,32018R0634,2018,Regulation,Late 2010s,1,0,5,5,280,5,0.296875,0.336491,0
32018R0678,32018R0678,2018,Regulation,Late 2010s,1,0,2,2,333,4,0.315625,0.335809,0
32018R0688,32018R0688,2018,Regulation,Late 2010s,1,0,1,1,280,5,0.268868,0.297953,0
32018R0761,32018R0761,2018,Regulation,Late 2010s,1,2,5,7,84,4,0.413462,0.48062,47.615873
32019D0327(03),32019D032703,2019,Decision,Late 2010s,1,0,2,2,331,10,0.223269,0.248459,0
32019L0713,32019L0713,2019,Directive,Late 2010s,1,2,13,15,331,9,0.288387,0.329621,83.869481
32019R0618,32019R0618,2019,Regulation,Late 2010s,1,1,4,5,333,3,0.588235,0.683333,6
32019R0801,32019R0801,2019,Regulation,Late 2010s,1,0,1,1,333,4,0.339286,0.381579,0
32019R0876R(13),32019R0876R13,2019,Regulation,Late 2010s,2,0,0,0,13,0,0,0,0
32019R0933,32019R0933,2019,Regulation,Late 2010s,1,0,9,9,331,7,0.219721,0.262532,0
32019R1830,32019R1830,2019,Regulation,Late 2010s,1,0,2,2,324,8,0.252047,0.289449,0
32019R2155R(02),32019R2155R02,2019,Regulation,Late 2010s,2,0,1,1,86,7,0.204082,0.225013,0
32020D0414R(01),32020D0414R01,2020,Regulation,2020s,1,0,1,1,331,5,0.3125,0.351667,0
32020R0558,32020R0558,2020,Regulation,2020s,1,3,14,17,331,7,0.244878,0.309657,75.220635
32020R0784R(02),32020R0784R02,2020,Regulation,2020s,1,0,1,1,50,6,0.262925,0.277996,0
32020R1182R(01),32020R1182R01,2020,Regulation,2020s,1,0,0,0,14,0,0,0,0
32020R1228,32020R1228,2020,Regulation,2020s,2,0,4,4,280,11,0.234426,0.275664,0
32021D1210,32021D1210,2021,Decision,2020s,2,0,3,3,330,1,1,1,0
32021R0943,32021R0943,2021,Regulation,2020s,1,0,3,3,280,11,0.205082,0.241466,0
32021R1971,32021R1971,2021,Regulation,2020s,1,0,1,1,280,5,0.268868,0.297953,0
32022D1971,32022D1971,2022,Decision,2020s,1,1,4,5,330,2,0.833333,0.9,0
32022D1981,32022D1981,2022,Decision,2020s,2,0,5,5,86,3,0.48,0.625,0
32022D1982,32022D1982,2022,Decision,2020s,2,1,5,6,86,2,0.647059,0.727273,7
32022D2331,32022D2331,2022,Decision,2020s,1,0,0,0,15,0,0,0,0
32022D2494,32022D2494,2022,Decision,2020s,1,0,1,1,177,3,0.5,0.537037,0
32022L0362R(02),32022L0362R02,2022,Regulation,2020s,1,0,0,0,16,0,0,0,0
32022R0692,32022R0692,2022,Regulation,2020s,1,2,0,2,231,0,0,0,0
32022R1032R(02),32022R1032R02,2022,Regulation,2020s,1,0,1,1,210,11,0.170082,0.18491,0
32022R1622R(01),32022R1622R01,2022,Regulation,2020s,2,0,1,1,280,6,0.227986,0.244797,0
32022R2360,32022R2360,2022,Regulation,2020s,2,0,2,2,280,5,0.283767,0.311135,0
32022R2554R(02),32022R2554R02,2022,Regulation,2020s,1,0,1,1,280,9,0.235336,0.255,0
32023D0160,32023D0160,2023,Decision,2020s,1,2,1,3,300,1,1,1,2
32023D0178,32023D0178,2023,Decision,2020s,1,0,3,3,177,5,0.418605,0.506481,0
32023D0599,32023D0599,2023,Decision,2020s,3,0,3,3,330,1,1,1,0
32023D0672,32023D0672,2023,Decision,2020s,2,1,6,7,86,6,0.257373,0.305469,191
32023D0673,32023D0673,2023,Decision,2020s,2,0,4,4,86,7,0.207447,0.239072,0
32023D1053,32023D1053,2023,Decision,2020s,2,0,1,1,331,9,0.252506,0.273841,0
32023D1534,32023D1534,2023,Decision,2020s,1,0,1,1,331,9,0.241093,0.261047,0
32023R0435,32023R0435,2023,Regulation,2020s,1,1,19,20,331,9,0.248891,0.293572,670
32023R0449,32023R0449,2023,Regulation,2020s,1,0,1,1,300,3,0.5,0.555556,0
32023R0662,32023R0662,2023,Regulation,2020s,1,0,2,2,280,6,0.267571,0.306528,0
32023R0707,32023R0707,2023,Regulation,2020s,1,2,3,5,231,5,0.340807,0.373575,24
32023R1182,32023R1182,2023,Regulation,2020s,1,1,8,9,331,6,0.222022,0.274526,26.191667
32023R1617,32023R1617,2023,Regulation,2020s,1,1,1,2,50,7,0.223256,0.259573,0
32023R1650,32023R1650,2023,Regulation,2020s,2,0,1,1,280,6,0.252481,0.279403,0
32024D0828,32024D0828,2024,Decision,2020s,1,0,2,2,300,2,0.75,0.833333,0
32024D0902,32024D0902,2024,Decision,2020s,1,0,3,3,86,10,0.208416,0.228145,0
32024D1511,32024D1511,2024,Decision,2020s,1,0,2,2,50,1,1,1,0
32024D2840,32024D2840,2024,Decision,2020s,2,0,3,3,330,1,1,1,0
32024L1226,32024L1226,2024,Directive,2020s,1,3,24,27,331,8,0.294658,0.345274,1211.149548
32024L2839,32024L2839,2024,Directive,2020s,1,0,6,6,329,8,0.284653,0.331061,0
32024R0370,32024R0370,2024,Regulation,2020s,1,1,5,6,329,9,0.240642,0.277847,7.583333
32024R0895,32024R0895,2024,Regulation,2020s,1,0,3,3,280,6,0.269608,0.311439,0
32025D01598,32025D01598,2025,Decision,2020s,1,0,2,2,17,3,0.545455,0.638889,0
32025D0373,32025D0373,2025,Decision,2020s,1,0,2,2,331,3,0.395833,0.447368,0
32025D0704,32025D0704,2025,Decision,2020s,1,0,7,7,331,4,0.490909,0.583333,0
32011D0101R(01),32011D0101R01,2011,Regulation,Early 2010s,1,0,1,1,300,3,0.5,0.527778,0
32012L0023,32012L0023,2012,Directive,Early 2010s,2,1,17,18,280,7,0.224966,0.326945,2
32013R0210R(01),32013R0210R01,2013,Regulation,Early 2010s,1,0,0,0,26,0,0,0,0
32014R0185,32014R0185,2014,Regulation,Early 2010s,1,0,3,3,333,5,0.294821,0.327477,0
32014R1125,32014R1125,2014,Regulation,Early 2010s,2,0,2,2,280,5,0.270588,0.304058,0
32014R1299R(02),32014R1299R02,2014,Regulation,Early 2010s,1,0,0,0,27,0,0,0,0
32015A1031(01),32015A103101,2015,Legislative_Act,Late 2010s,1,0,4,4,329,3,0.529412,0.592593,0
32015D0248,32015D0248,2015,Decision,Late 2010s,1,0,16,16,84,2,0.863636,0.921053,0
32015D0664,32015D0664,2015,Decision,Late 2010s,2,0,4,4,331,2,0.7,0.785714,0
32015D1835,32015D1835,2015,Decision,Late 2010s,1,4,21,25,330,3,0.56338,0.7125,1593.215945
32015L2366,32015L2366,2015,Directive,Late 2010s,2,30,22,52,280,5,0.336283,0.408553,5775.719408
32015R0020,32015R0020,2015,Regulation,Late 2010s,1,0,1,1,300,1,1,1,0
32015R1378,32015R1378,2015,Regulation,Late 2010s,1,0,1,1,333,4,0.339286,0.381579,0
32016D0929(01),32016D092901,2016,Decision,Late 2010s,1,8,5,13,231,4,0.419643,0.475177,74.666667
32016R1710,32016R1710,2016,Regulation,Late 2010s,1,0,3,3,300,2,0.6,0.666667,0
32017L2455R(04),32017L2455R04,2017,Regulation,Late 2010s,1,0,1,1,236,1,1,1,0
32017R0393,32017R0393,2017,Regulation,Late 2010s,1,0,2,2,280,5,0.279543,0.308561,0
32017R1800,32017R1800,2017,Regulation,Late 2010s,1,1,4,5,280,5,0.297348,0.340021,157
32017R2402,32017R2402,2017,Regulation,Late 2010s,1,29,23,52,280,10,0.27992,0.351242,10360.776636
32018D1723,32018D1723,2018,Decision,Late 2010s,1,0,1,1,331,1,1,1,0
32018L0843,32018L0843,2018,Directive,Late 2010s,2,6,15,21,331,9,0.295628,0.347693,1198.701569
32019D0668,32019D0668,2019,Decision,Late 2010s,1,0,4,4,50,2,0.666667,0.75,0
32019D0784,32019D0784,2019,Decision,Late 2010s,2,1,3,4,324,9,0.245443,0.279642,2.25
32019D1274,32019D1274,2019,Decision,Late 2010s,1,0,0,0,28,0,0,0,0
32019D1278,32019D1278,2019,Decision,Late 2010s,1,0,1,1,280,1,1,1,0
32019D1560R(02),32019D1560R02,2019,Regulation,Late 2010s,1,0,0,0,29,0,0,0,0
32019D1577,32019D1577,2019,Decision,Late 2010s,1,0,2,2,50,1,1,1,0
32019D1909,32019D1909,2019,Decision,Late 2010s,3,5,4,9,330,1,1,1,10
32019L0878,32019L0878,2019,Directive,Late 2010s,1,8,15,23,280,9,0.309663,0.362868,2503.04364
32019R0503,32019R0503,2019,Regulation,Late 2010s,1,1,11,12,331,8,0.252824,0.296797,291
32019R1676,32019R1676,2019,Regulation,Late 2010s,1,0,0,0,30,0,0,0,0
32019R2088R(04),32019R2088R04,2019,Regulation,Late 2010s,1,0,0,0,31,0,0,0,0
32019R2175R(02),32019R2175R02,2019,Regulation,Late 2010s,4,0,1,1,280,10,0.245431,0.270285,0
32020D0373R(01),32020D0373R01,2020,Regulation,2020s,1,0,1,1,300,3,0.5,0.583333,0
32020D0491,32020D0491,2020,Decision,2020s,1,2,1,3,331,1,1,1,3
32020D2228,32020D2228,2020,Decision,2020s,1,0,4,4,84,4,0.409524,0.468992,0
32020R0697,32020R0697,2020,Regulation,2020s,1,0,5,5,331,1,1,1,0
32021L1047,32021L1047,2021,Directive,2020s,3,1,0,1,150,0,0,0,0
32022D0266R(06),32022D0266R06,2022,Regulation,2020s,1,0,1,1,300,2,0.666667,0.75,0
32022D0810R(01),32022D0810R01,2022,Regulation,2020s,1,0,0,0,32,0,0,0,0
32022D0948,32022D0948,2022,Decision,2020s,1,0,0,0,33,0,0,0,0
32022O0508R(01),32022O0508R01,2022,Regulation,2020s,2,0,1,1,280,7,0.210583,0.235397,0
32022R0123,32022R0123,2022,Regulation,2020s,1,4,19,23,331,8,0.298545,0.337891,1507.634177
32022R0805,32022R0805,2022,Regulation,2020s,1,1,0,1,331,0,0,0,0
32022R1214,32022R1214,2022,Regulation,2020s,2,0,6,6,210,7,0.246646,0.296145,0
32022R1288R(01),32022R1288R01,2022,Regulation,2020s,1,0,1,1,280,12,0.199178,0.225312,0
32023D0598,32023D0598,2023,Decision,2020s,1,0,2,2,330,9,0.252794,0.274948,0
32023D1336,32023D1336,2023,Decision,2020s,1,1,7,8,177,5,0.471698,0.584667,5
32023D2817,32023D2817,2023,Decision,2020s,1,1,6,7,86,1,1,1,2
32023R0736,32023R0736,2023,Regulation,2020s,1,0,1,1,34,1,1,1,0
32023R1774,32023R1774,2023,Regulation,2020s,1,0,0,0,35,0,0,0,0
32023R1803,32023R1803,2023,Regulation,2020s,1,5,82,87,68,7,0.2954,0.515515,1220
32023R2779,32023R2779,2023,Regulation,2020s,4,0,7,7,280,5,0.329173,0.380411,0
32024D0871,32024D0871,2024,Decision,2020s,1,0,1,1,86,7,0.203024,0.222974,0
32024D2383,32024D2383,2024,Decision,2020s,2,0,1,1,331,9,0.245581,0.266496,0
32024D2496,32024D2496,2024,Decision,2020s,1,0,3,3,330,1,1,1,0
32024D2521,32024D2521,2024,Decision,2020s,3,0,3,3,330,1,1,1,0
32024D2864,32024D2864,2024,Decision,2020s,1,0,39,39,84,4,0.470874,0.626289,0
32024D3006,32024D3006,2024,Decision,2020s,1,0,5,5,330,2,0.666667,0.75,0
32024O2798,32024O2798,2024,Legislative_Act,2020s,2,0,7,7,86,8,0.195228,0.25748,0
32024R1679,32024R1679,2024,Regulation,2020s,2,1,49,50,331,8,0.325105,0.382241,777
32024R2000,32024R2000,2024,Regulation,2020s,2,0,3,3,324,8,0.265873,0.301534,0
32024R2024,32024R2024,2024,Regulation,2020s,1,0,3,3,50,9,0.240155,0.266368,0
32024R2865,32024R2865,2024,Regulation,2020s,1,0,12,12,231,9,0.276039,0.318319,0
32024R2981,32024R2981,2024,Regulation,2020s,1,0,8,8,331,7,0.28112,0.317544,0
32025D0676,32025D0676,2025,Decision,2020s,1,0,3,3,331,4,0.446809,0.511905,0
32025D0887,32025D0887,2025,Decision,2020s,1,0,1,1,300,1,1,1,0
32011D0706,32011D0706,2011,Decision,Early 2010s,1,2,1,3,300,1,1,1,1
32011D0792,32011D0792,2011,Decision,Early 2010s,2,0,3,3,330,3,0.485714,0.54902,0
32012H0798,32012H0798,2012,Legislative_Act,Early 2010s,1,0,3,3,324,1,1,1,0
32012L0034R(04),32012L0034R04,2012,Regulation,Early 2010s,2,0,1,1,84,4,0.392157,0.429167,0
32012L0034R(08),32012L0034R08,2012,Regulation,Early 2010s,2,0,1,1,84,4,0.392157,0.429167,0
32012R0272,32012R0272,2012,Regulation,Early 2010s,1,2,1,3,280,5,0.273148,0.304802,31.883333
32013D0463,32013D0463,2013,Decision,Early 2010s,1,2,4,6,210,3,0.421875,0.462963,94.119048
32013R0575R(04),32013R0575R04,2013,Regulation,Early 2010s,1,0,1,1,280,6,0.252362,0.286898,0
32014D0524,32014D0524,2014,Decision,Early 2010s,1,0,11,11,84,4,0.448598,0.548611,0
32014D0827,32014D0827,2014,Decision,Early 2010s,1,0,3,3,330,3,0.5,0.566667,0
32014L0051R(04),32014L0051R04,2014,Regulation,Early 2010s,2,0,1,1,280,6,0.248555,0.285465,0
32014R1286R(06),32014R1286R06,2014,Regulation,Early 2010s,1,0,1,1,280,6,0.244014,0.268146,0
32014R1299R(03),32014R1299R03,2014,Regulation,Early 2010s,1,0,0,0,46,0,0,0,0
32015R0035R(12),32015R0035R12,2015,Regulation,Late 2010s,2,0,1,1,280,7,0.219348,0.252576,0
32015R0500,32015R0500,2015,Regulation,Late 2010s,2,0,3,3,280,5,0.306122,0.348376,0
32015R2013,32015R2013,2015,Regulation,Late 2010s,4,0,2,2,280,5,0.304673,0.346728,0
32016D0309,32016D0309,2016,Decision,Late 2010s,3,0,4,4,280,5,0.30721,0.351701,0
32016D1137,32016D1137,2016,Decision,Late 2010s,3,0,5,5,330,1,1,1,0
32016D1635,32016D1635,2016,Decision,Late 2010s,3,0,5,5,331,1,1,1,0
32016R0217,32016R0217,2016,Regulation,Late 2010s,1,0,1,1,231,4,0.351648,0.378906,0
32017D0177,32017D0177,2017,Decision,Late 2010s,2,0,1,1,157,3,0.5,0.533333,0
32017D0178,32017D0178,2017,Decision,Late 2010s,2,0,1,1,157,3,0.5,0.533333,0
32017D0179,32017D0179,2017,Decision,Late 2010s,1,0,4,4,331,1,1,1,0
32017R0390,32017R0390,2017,Regulation,Late 2010s,1,0,9,9,280,5,0.310393,0.362293,0
32017R2177,32017R2177,2017,Regulation,Late 2010s,2,2,1,3,84,4,0.392157,0.429167,44.15754
32017R2459,32017R2459,2017,Regulation,Late 2010s,1,0,1,1,331,3,0.382979,0.416667,0
32018D1611,32018D1611,2018,Decision,Late 2010s,1,0,1,1,300,1,1,1,0
32018R1108,32018R1108,2018,Regulation,Late 2010s,2,0,5,5,280,5,0.296131,0.333836,0
32018R1999R(01),32018R1999R01,2018,Regulation,Late 2010s,1,0,0,0,47,0,0,0,0
32019D0327(01),32019D032701,2019,Decision,Late 2010s,1,0,2,2,331,10,0.223269,0.248459,0
32019D1560R(01),32019D1560R01,2019,Regulation,Late 2010s,1,0,0,0,48,0,0,0,0
32019L0633R(02),32019L0633R02,2019,Regulation,Late 2010s,1,0,0,0,49,0,0,0,0
32019R0758,32019R0758,2019,Regulation,Late 2010s,2,0,4,4,280,5,0.295691,0.331323,0
32019R0881R(01),32019R0881R01,2019,Regulation,Late 2010s,2,0,1,1,331,8,0.241397,0.264448,0
32019R1021,32019R1021,2019,Regulation,Late 2010s,1,18,24,42,50,4,0.394144,0.468095,2213.307496
32019R1148R(04),32019R1148R04,2019,Regulation,Late 2010s,1,0,0,0,51,0,0,0,0
32019R1285,32019R1285,2019,Regulation,Late 2010s,2,0,1,1,280,7,0.218792,0.274759,0
32019R1866,32019R1866,2019,Regulation,Late 2010s,1,1,6,7,280,5,0.279236,0.316524,31.776894
32020D0408,32020D0408,2020,Decision,2020s,1,0,1,1,300,1,1,1,0
32020R0784,32020R0784,2020,Regulation,2020s,1,2,3,5,50,5,0.354709,0.387665,237.369048
32021D0891,32021D0891,2021,Decision,2020s,1,18,3,21,177,4,0.485714,0.553922,127.166667
32021D1037,32021D1037,2021,Decision,2020s,1,0,7,7,331,1,1,1,0
32021D1428,32021D1428,2021,Decision,2020s,1,0,42,42,84,7,0.267241,0.434933,0
32021D1439,32021D1439,2021,Decision,2020s,1,0,7,7,280,6,0.27503,0.326096,0
32021D1741,32021D1741,2021,Decision,2020s,1,0,3,3,331,12,0.204046,0.232369,0
32021L2167,32021L2167,2021,Directive,2020s,2,4,20,24,280,9,0.305732,0.361288,1330.642857
32021R0379R(02),32021R0379R02,2021,Regulation,2020s,1,0,1,1,86,11,0.207908,0.229452,0
32021R0453R(03),32021R0453R03,2021,Regulation,2020s,2,0,1,1,280,6,0.227328,0.24344,0
32021R0697R(01),32021R0697R01,2021,Regulation,2020s,3,0,1,1,331,9,0.217621,0.241561,0
32021R0849R(01),32021R0849R01,2021,Regulation,2020s,1,0,0,0,52,0,0,0,0
32021R2178R(02),32021R2178R02,2021,Regulation,2020s,1,0,1,1,210,7,0.215443,0.241056,0
32021R2268R(01),32021R2268R01,2021,Regulation,2020s,1,0,0,0,53,0,0,0,0
32022D0134R(03),32022D0134R03,2022,Regulation,2020s,2,0,0,0,54,0,0,0,0
32022D0620(02),32022D062002,2022,Decision,2020s,1,0,4,4,331,10,0.223765,0.251767,0
32022D0668,32022D0668,2022,Decision,2020s,4,0,2,2,330,1,1,1,0
32022D2445,32022D2445,2022,Decision,2020s,1,1,4,5,330,3,0.5,0.602564,4
32022O0912R(01),32022O0912R01,2022,Regulation,2020s,1,0,0,0,55,0,0,0,0
32022R0112,32022R0112,2022,Regulation,2020s,1,2,10,12,329,8,0.285872,0.325423,262
32022R0186,32022R0186,2022,Regulation,2020s,2,0,1,1,280,7,0.218792,0.274759,0
32022R0432,32022R0432,2022,Regulation,2020s,1,0,3,3,331,10,0.18539,0.209596,0
32022R2372,32022R2372,2022,Regulation,2020s,1,5,13,18,331,8,0.283886,0.316292,910.201094
32023D0177,32023D0177,2023,Decision,2020s,1,1,7,8,177,5,0.468085,0.596212,0.833333
32023D1599,32023D1599,2023,Decision,2020s,2,3,9,12,330,2,0.8,0.875,32
32023R1656,32023R1656,2023,Regulation,2020s,1,0,9,9,231,4,0.370115,0.414596,0
32024D03936,32024D03936,2024,Decision,2020s,1,0,3,3,300,1,1,1,0
32024D0633,32024D0633,2024,Decision,2020s,1,0,3,3,300,1,1,1,0
32024R0298,32024R0298,2024,Regulation,2020s,1,0,2,2,331,10,0.226077,0.247293,0
32024R1860,32024R1860,2024,Regulation,2020s,1,0,8,8,329,8,0.284292,0.320173,0
32025D0069,32025D0069,2025,Decision,2020s,3,0,3,3,330,3,0.5,0.571429,0
32025D0799,32025D0799,2025,Decision,2020s,1,0,3,3,331,1,1,1,0
32025D1058,32025D1058,2025,Decision,2020s,1,0,3,3,177,11,0.178336,0.201,0
32011A0719(01),32011A071901,2011,Legislative_Act,Early 2010s,1,0,1,1,122,1,1,1,0
32011A1222(02),32011A122202,2011,Legislative_Act,Early 2010s,1,0,1,1,122,1,1,1,0
32011D0519,32011D0519,2011,Decision,Early 2010s,1,1,3,4,84,1,1,1,2
32011D0846,32011D0846,2011,Decision,Early 2010s,1,0,3,3,330,3,0.5,0.566667,0
32011L0076,32011L0076,2011,Directive,Early 2010s,1,0,7,7,157,2,0.64,0.71875,0
32011R0176,32011R0176,2011,Regulation,Early 2010s,1,0,1,1,177,3,0.5,0.537037,0
32012D0157,32012D0157,2012,Decision,Early 2010s,3,0,18,18,84,1,1,1,0
32012D0281(01),32012D028101,2012,Decision,Early 2010s,1,0,1,1,300,1,1,1,0
32012D0409,32012D0409,2012,Decision,Early 2010s,1,0,2,2,325,1,1,1,0
32013A0824(01),32013A082401,2013,Legislative_Act,Early 2010s,1,0,4,4,86,6,0.256445,0.300617,0
32013D0041(01),32013D004101,2013,Decision,Early 2010s,1,0,5,5,86,2,0.777778,0.857143,0
32013D0233R(01),32013D0233R01,2013,Regulation,Early 2010s,1,0,0,0,66,0,0,0,0
32013H0730(01),32013H073001,2013,Legislative_Act,Early 2010s,1,0,6,6,325,4,0.323077,0.380952,0
32013L0048,32013L0048,2013,Directive,Early 2010s,1,11,6,17,331,2,0.666667,0.75,183.58575
32014D0016,32014D0016,2014,Decision,Early 2010s,1,0,2,2,330,2,0.625,0.7,0
32014D0641,32014D0641,2014,Decision,Early 2010s,1,1,2,3,324,4,0.39726,0.456897,29
32014H0218(01),32014H021801,2014,Legislative_Act,Early 2010s,1,0,3,3,17,3,0.583333,0.690476,0
32014H0881R(01),32014H0881R01,2014,Regulation,Early 2010s,1,0,1,1,157,2,0.571429,0.625,0
32014L0061,32014L0061,2014,Directive,Early 2010s,1,3,10,13,324,3,0.444444,0.517857,642.375742
32014R0275R(01),32014R0275R01,2014,Regulation,Early 2010s,1,0,0,0,67,0,0,0,0
32014R1317,32014R1317,2014,Regulation,Early 2010s,1,0,3,3,280,6,0.261111,0.307979,0
32015D0047,32015D0047,2015,Decision,Late 2010s,1,0,4,4,86,2,0.666667,0.75,0
32015D1780,32015D1780,2015,Decision,Late 2010s,1,0,5,5,330,2,0.857143,0.916667,0
32015L2366R(01),32015L2366R01,2015,Regulation,Late 2010s,2,0,1,1,280,6,0.252481,0.279403,0
32016D1636,32016D1636,2016,Decision,Late 2010s,2,0,3,3,331,1,1,1,0
32016R0178,32016R0178,2016,Regulation,Late 2010s,1,0,3,3,333,4,0.318885,0.343851,0
32016R1608,32016R1608,2016,Regulation,Late 2010s,1,0,2,2,68,5,0.270588,0.304058,0
32017A1110(02),32017A111002,2017,Legislative_Act,Late 2010s,1,0,6,6,329,4,0.365079,0.451087,0
32017D1792,32017D1792,2017,Decision,Late 2010s,1,2,3,5,50,1,1,1,2
32017R0776R(01),32017R0776R01,2017,Regulation,Late 2010s,1,0,1,1,231,5,0.265378,0.280353,0
32017R2177R(01),32017R2177R01,2017,Regulation,Late 2010s,2,0,1,1,84,5,0.286713,0.311789,0
32017R2401,32017R2401,2017,Regulation,Late 2010s,1,4,7,11,280,11,0.236282,0.284186,686.868362
32018D0496,32018D0496,2018,Decision,Late 2010s,1,0,5,5,210,1,1,1,0
32018L1972R(02),32018L1972R02,2018,Regulation,Late 2010s,1,0,1,1,331,9,0.244377,0.275644,0
32018R0627,32018R0627,2018,Regulation,Late 2010s,1,0,0,0,69,0,0,0,0
32018R0682,32018R0682,2018,Regulation,Late 2010s,1,0,1,1,333,4,0.339286,0.381579,0
32018R1207,32018R1207,2018,Regulation,Late 2010s,1,0,0,0,70,0,0,0,0
32019D0504R(01),32019D0504R01,2019,Regulation,Late 2010s,1,0,0,0,71,0,0,0,0
32019R0799,32019R0799,2019,Regulation,Late 2010s,1,0,2,2,333,4,0.315625,0.335809,0
32019R0876R(09),32019R0876R09,2019,Regulation,Late 2010s,2,0,0,0,72,0,0,0,0
32019R2128R(01),32019R2128R01,2019,Regulation,Late 2010s,1,0,1,1,231,11,0.178838,0.191142,0
32020D0414,32020D0414,2020,Decision,2020s,1,1,2,3,331,4,0.431818,0.486842,19
32020D1016,32020D1016,2020,Decision,2020s,2,6,0,6,86,0,0,0,0
32020O0978,32020O0978,2020,Legislative_Act,2020s,1,0,2,2,280,6,0.253369,0.290691,0
32020R0878R(01),32020R0878R01,2020,Regulation,2020s,1,0,0,0,73,0,0,0,0
32021D0394,32021D0394,2021,Decision,2020s,1,0,2,2,300,2,0.75,0.833333,0
32021D1438,32021D1438,2021,Decision,2020s,1,0,2,2,86,1,1,1,0
32021D1989,32021D1989,2021,Decision,2020s,1,0,2,2,300,2,0.75,0.833333,0
32021D2134,32021D2134,2021,Decision,2020s,3,1,3,4,330,1,1,1,0
32021L2167R(01),32021L2167R01,2021,Regulation,2020s,2,0,1,1,280,10,0.234561,0.257092,0
32021R1950,32021R1950,2021,Regulation,2020s,1,0,3,3,324,8,0.252277,0.291254,0
32022D0118,32022D0118,2022,Decision,2020s,1,0,1,1,300,1,1,1,0
32022D0173,32022D0173,2022,Decision,2020s,3,1,5,6,324,9,0.247246,0.286243,7.083333
32022D0339R(02),32022D0339R02,2022,Regulation,2020s,1,0,1,1,330,2,0.571429,0.625,0
32022D0895,32022D0895,2022,Decision,2020s,1,0,17,17,331,9,0.283404,0.330711,0
32022D0911,32022D0911,2022,Decision,2020s,1,2,19,21,86,11,0.206764,0.248862,963
32022D1002,32022D1002,2022,Decision,2020s,1,0,3,3,50,2,0.545455,0.583333,0
32022D2241,32022D2241,2022,Decision,2020s,1,0,1,1,300,1,1,1,0
32022R0732,32022R0732,2022,Regulation,2020s,2,0,1,1,280,7,0.218792,0.274759,0
32022R1032,32022R1032,2022,Regulation,2020s,1,8,11,19,210,10,0.20463,0.234609,4668.765476
32022R1409,32022R1409,2022,Regulation,2020s,1,0,14,14,331,10,0.222914,0.268171,0
32022R2058,32022R2058,2022,Regulation,2020s,1,0,3,3,280,5,0.294671,0.329433,0
32023D0179,32023D0179,2023,Decision,2020s,1,1,7,8,177,5,0.468085,0.596212,0.833333
32023D0920,32023D0920,2023,Decision,2020s,4,0,4,4,330,1,1,1,0
